row,article_type_filter,doi,rank,filename,doc_sha256,edge_id,var1,var2,evidence,label
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,6ea4daa1f4e0409eac7dff6aaf6309a0,finerenone,ACD,"[chu_idx=16]
Conclusions: In patients with T2DM and CKD, SGLT2i, GLP-1 RA and finerenone were comparable in MACE, ACD and",NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,d9cb8dd182a14ff0991db96e8f6f9a5e,SGLT2i,Kidney Outcomes,"[chu_idx=643]
steroi dal and selective mineralocorticoid receptor antago nists, SGLT2i and GLP-1 RA, this network meta-analysis evaluated the relative efficacy of three drugs on cardio vascular and renal outcomes in patients with T2DM and

[chu_idx=652]
Fig.5 Network meta-analysis reporting RR for renal outcome in patients with T2DM and CKD",NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,bb81bd69330c472da3ca91ff44a78cae,finerenone,SGLT2i,"[chu_idx=920]
Finerenone vs SGLT-2i 1.31 1.07–1.61

[chu_idx=926]
Finerenone vs SGLT-2i 1.00 0.86–1.16",NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,e489608fdb474067b700394047507d17,sotagliflozin,MACE,NA,NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,ff26b5d72771448fb442430b0e258b15,SGLT2i,Placebo,NA,NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,7ff91a73a7da4002b45ec7957e55d727,Finerenone,Placebo,NA,NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,3c9a7bf065c14970bc1146476f743e0a,finerenone,cardiovascular outcomes,NA,NA
1,meta-analysis,10.1186/s12933-022-01676-5,1,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,16e32c5e635b436d961692a6b001fdd0,liraglutide,ACD,NA,NA
2,meta-analysis,10.1186/s12978-021-01207-7,2,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,3e2097964d434e1db47b7e59ed7cfd9c,finerenone,HHF,"[chu_idx=457]
Compared with placebo, finerenone (RR [95% CI]; 0.79 [0.67–0.92]) and SGLT2i (RR [95% CI]; 0.60 [0.53– 0.68]) were associated with a decreased risk of HHF while GLP-1 RA (RR [95% CI]; 0.90 [0.73–1.09]) did not.",NA
2,meta-analysis,10.1186/s12978-021-01207-7,2,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,be93e44ee1d44e1fa6939f5a46ea8101,canagliflozin,HHF,"[chu_idx=514]
Finerenone (RR [95% CI]; 0.72 [0.52–0.99]), empagli flozin (RR [95% CI]; 0.54 [0.33–0.88]), canagliflozin (RR [95% CI]; 0.55 [0.38–0.78]), dapagliflozin (RR [95% CI]; 0.51 [0.33–0.77]), ertugliflozin (RR [95% CI]; 0.46 [0.28– 0.75]), sotagliflozin (RR [95% CI]; 0.61 [0.42–0.88]) and liraglutide (RR [95% CI]; 0.67 [0.45–0.99]) significantly reduced HHF compared to exenatide.",NA
2,meta-analysis,10.1186/s12978-021-01207-7,2,s12933-022-01676-5.pdf,278fdfe55f17c5d28b78f7ad083e7511e1a503905fc9f15e7086ea58ef13ec94,479adb8901d34032b7ca8cd55c0bab50,dapagliflozin,HHF,NA,NA
3,meta-analysis,10.1016/j.ejca.2022.06.058,3,PIIS0959804922004105.pdf,d825a83bd288cf5f7c681b00d3f0bb22b8638220249bc111ea966c236f19e163,b1f4b933cac34d57b03fb2e74af60f2a,overall survival,objective response rate,"[chu_idx=249]
Forest plot for overall survival, progression-free survival and objective response rate ,( a) Forest plot for overall survival (OS) considering atezolizumab plus bevacizumab as exposure and all other treatments as reference; ( b) forest plot for progression-free survival (PFS) considering atezolizumab plus bevacizumab as exposure and all other treatments as reference; ( c) Forest plot for objective response rate (ORR) considering atezolizumab plus bevacizumab as exposure and all other treatments as reference.",NA
6,meta-analysis,10.1016/j.ijid.2024.107109,6,PIIS1201971224001802.pdf,fe9bef5e68bef18d40b89982ae0efb1f0d331ea144e7dd8c0b5fe83ce714bea8,4a1494f8381a4030b05e088a2835b44d,vancomycin,treatment duration,"[chu_idx=558]
It was followed by vancomycin (53.6%), teicoplanin (41.4%) and linezolid (15.0%).

[chu_idx=562]
According to the forest map ( Figure 4 C3 ), linezolid (SMD 0.85 95% CI 0.19-1.5) has a longer treatment duration than vancomycin.",NA
7,meta-analysis,10.1016/j.jep.2023.117493,7,1-s2.0-S0378874123013636-main.pdf,9dc57737be4d9985f313e51d5e8625904029700db4655a05a1547c442e4d4340,85aa2312019345f780c20988c04c200e,NSAIDs,Use of Rescue Medication,"[chu_idx=37]
Compared with placebo, curcumin (OR = 0.17, 95% CI: 0.08 to 0.36), curcumin + NSAIDs (OR = 0.01, 95% CI: 0.00 to 0.13) and NSAIDs (OR = 0.11, 95% CI: 0.02 to 0.47) reduced the use of rescue medication.",NA
